,reliable_sensor1,reliable_sensor2,reliable_sensor3,reliable_sensor4,unreliable_sensor1,unreliable_sensor2,unreliable_sensor3,unreliable_sensor4,robot1,robot2,door_sensor1,door_sensor2,door_sensor3,door_sensor4,time,electricity_price,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,c1,c2,c3,c4,o1,outside
349,no motion,no motion,no motion,motion,motion,no motion,motion,no motion,"('c1', 1)","('r8', 0)",0,0,0,1,09:27:30,1.1288689970157642,3,0,0,0,0,0,0,0,0,3,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,6,1,0
350,no motion,no motion,no motion,motion,motion,no motion,motion,no motion,"('c1', 1)","('r9', 0)",0,0,0,0,09:27:45,1.1288689970157642,3,0,0,0,0,0,0,0,0,3,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,6,1,0
351,no motion,no motion,no motion,motion,motion,no motion,motion,motion,"('c1', 1)","('r5', 0)",0,0,1,1,09:28:00,1.1062916170754489,3,0,0,0,0,0,0,0,0,3,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,5,1,0
352,no motion,no motion,motion,motion,motion,motion,motion,no motion,"('c1', 1)","('r9', 0)",0,0,0,0,09:28:15,1.1062916170754489,3,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,1,4,2,0
353,no motion,no motion,no motion,motion,motion,motion,motion,no motion,"('c1', 1)","('r9', 0)",0,1,0,0,09:28:30,1.0841657847339399,3,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,2,4,1,0
354,no motion,no motion,no motion,motion,no motion,motion,motion,no motion,"('c2', 1)","('r5', 0)",0,0,0,0,09:28:45,1.1062916170754489,3,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,3,4,0,0
355,no motion,no motion,no motion,motion,motion,motion,motion,no motion,"('c2', 2)","('r9', 0)",0,1,0,0,09:29:00,1.0841657847339399,3,0,0,0,0,0,0,0,0,3,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,1,4,1,0
356,no motion,no motion,no motion,motion,motion,no motion,motion,motion,"('c2', 1)","('r9', 0)",0,0,0,0,09:29:15,1.0624824690392611,3,0,0,0,0,0,0,0,0,3,1,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,5,1,0
357,no motion,no motion,no motion,motion,motion,no motion,motion,no motion,"('c2', 0)","('r5', 0)",0,0,0,0,09:29:30,1.0841657847339399,3,0,0,0,0,0,0,0,0,3,1,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,6,1,0
358,no motion,no motion,no motion,motion,motion,no motion,motion,no motion,"('c1', 0)","('r5', 0)",0,0,0,1,09:29:45,1.0624824690392611,3,0,0,0,0,0,0,0,0,3,1,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,2,0
359,no motion,no motion,no motion,motion,motion,no motion,motion,motion,"('c2', 0)","('r9', 0)",0,0,0,1,09:30:00,1.041232819658476,3,0,0,0,0,0,0,0,0,3,1,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,5,1,0
360,no motion,no motion,no motion,motion,no motion,motion,motion,no motion,"('c2', 0)","('r8', 0)",0,0,0,0,09:30:15,1.0204081632653064,3,0,0,0,0,0,0,0,0,3,1,0,1,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,5,0,0
361,no motion,no motion,no motion,motion,motion,motion,motion,no motion,"('c2', 0)","('r4', 0)",0,0,1,0,09:30:30,1.041232819658476,3,0,0,0,0,0,0,0,0,3,1,0,1,1,2,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,4,1,0
362,no motion,no motion,motion,motion,no motion,no motion,motion,no motion,"('c2', 0)","('r4', 0)",0,0,0,0,09:30:45,1.041232819658476,3,0,0,0,0,0,0,0,0,3,1,0,1,1,3,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,4,1,0
363,no motion,no motion,no motion,motion,no motion,motion,motion,motion,"('c2', 0)","('r4', 0)",0,0,0,0,09:31:00,1.041232819658476,3,0,0,0,0,0,0,0,0,3,1,0,0,1,3,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,4,0,0
364,no motion,no motion,no motion,motion,no motion,no motion,motion,motion,"('c4', 4)","('r4', 0)",0,0,0,0,09:31:15,1.0624824690392611,3,0,0,0,0,0,0,0,0,3,1,0,0,1,3,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4,0,0
365,no motion,no motion,no motion,motion,no motion,motion,motion,motion,"('c2', 0)","('r4', 0)",0,0,0,0,09:31:30,1.0624824690392611,3,0,0,0,0,0,1,0,0,3,1,0,0,1,3,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0
366,no motion,no motion,no motion,motion,no motion,no motion,motion,motion,"('c4', 4)","('r4', 0)",0,0,0,0,09:31:45,1.041232819658476,3,0,0,0,0,0,1,0,0,3,1,0,0,1,3,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0
367,no motion,no motion,no motion,motion,no motion,no motion,motion,motion,"('r28', 0)","('r4', 0)",0,0,0,0,09:32:00,1.0204081632653064,3,0,0,0,0,0,1,0,0,3,1,0,0,1,3,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0
368,no motion,no motion,no motion,motion,no motion,no motion,motion,motion,"('r28', 1)","('r4', 0)",0,0,0,0,09:32:15,1.041232819658476,3,0,0,0,0,0,1,0,0,3,1,0,0,1,3,0,0,1,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,3,0,0
369,no motion,no motion,no motion,motion,motion,motion,motion,motion,"('c4', 3)","('r4', 0)",0,0,0,0,09:32:30,1.0204081632653064,3,0,0,0,0,0,1,0,0,3,1,0,0,1,3,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,3,0,0
370,no motion,no motion,no motion,motion,motion,no motion,motion,motion,"('o1', 1)","('r2', 0)",0,0,0,0,09:32:45,1.0204081632653064,3,0,0,0,0,0,1,0,0,3,1,0,0,1,3,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,3,1,0
371,no motion,no motion,no motion,motion,no motion,no motion,motion,motion,"('c4', 4)","('r2', 0)",0,0,0,0,09:33:00,1.0204081632653064,3,0,0,0,0,0,1,0,0,3,1,0,0,1,2,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,4,0,0
372,no motion,no motion,no motion,motion,no motion,motion,motion,motion,"('c4', 3)","('r2', 0)",0,0,0,0,09:33:15,1.0000000000000002,3,0,0,0,0,0,1,0,0,3,1,0,0,1,2,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,3,0,0
373,no motion,no motion,no motion,motion,no motion,motion,motion,motion,"('c4', 3)","('r1', 3)",0,0,0,0,09:33:30,1.0204081632653064,3,0,0,0,0,0,1,0,0,3,1,0,0,1,2,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,2,3,0,0
374,no motion,no motion,no motion,motion,no motion,motion,motion,motion,"('r35', 1)","('r1', 3)",0,0,0,0,09:33:45,1.041232819658476,3,0,0,0,0,0,1,0,0,3,1,0,0,2,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,4,0,0
375,no motion,no motion,no motion,motion,motion,no motion,motion,no motion,"('c4', 4)","('r1', 3)",0,1,0,0,09:34:00,1.0624824690392611,3,0,0,0,0,0,1,0,0,3,1,0,0,2,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,4,0,0
376,no motion,no motion,no motion,motion,no motion,motion,motion,motion,"('c4', 4)","('r1', 3)",0,0,0,0,09:34:15,1.041232819658476,3,0,0,0,0,0,1,0,0,3,1,0,0,2,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4,0,0
377,no motion,no motion,no motion,motion,no motion,no motion,motion,no motion,"('o1', 0)","('r1', 3)",0,0,0,0,09:34:30,1.0204081632653064,3,0,0,0,0,0,1,0,0,3,1,0,0,2,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4,0,0
378,no motion,no motion,no motion,motion,no motion,motion,motion,no motion,"('o1', 0)","('r1', 3)",0,0,0,0,09:34:45,1.0000000000000002,3,0,0,0,0,0,1,0,0,3,1,0,0,2,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4,0,0
379,no motion,no motion,motion,motion,no motion,no motion,motion,motion,"('o1', 0)","('r1', 3)",0,0,0,0,09:35:00,0.9800000000000002,3,0,0,0,0,0,1,0,0,3,1,0,0,2,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4,0,0
380,no motion,no motion,no motion,motion,no motion,no motion,motion,no motion,"('c3', 0)","('r1', 3)",0,0,0,0,09:35:15,0.9800000000000002,3,0,0,0,0,0,1,0,0,3,1,0,0,2,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4,0,0
381,no motion,no motion,no motion,motion,no motion,no motion,motion,no motion,"('r20', 0)","('r1', 3)",0,0,0,0,09:35:30,0.9604000000000001,3,0,0,0,0,0,1,0,0,3,1,0,0,2,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4,0,0
382,no motion,no motion,no motion,motion,no motion,motion,motion,no motion,"('r20', 0)","('r1', 3)",0,0,0,1,09:35:45,0.9800000000000002,3,0,0,0,0,0,1,0,0,3,1,0,0,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,5,0,0
383,no motion,no motion,no motion,motion,no motion,motion,motion,no motion,"('r20', 0)","('r1', 3)",0,0,0,0,09:36:00,0.9604000000000001,3,0,0,0,0,0,1,0,0,3,1,0,0,2,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,3,0,0
384,no motion,no motion,no motion,motion,motion,no motion,motion,no motion,"('c3', 0)","('r3', 0)",0,0,0,0,09:36:15,0.9604000000000001,3,0,0,0,0,0,2,0,0,3,1,0,0,2,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0
385,no motion,no motion,no motion,motion,no motion,no motion,motion,no motion,"('c3', 0)","('r7', 2)",0,0,0,0,09:36:30,0.9604000000000001,3,0,0,0,0,0,2,0,0,3,1,0,0,2,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0
386,no motion,no motion,no motion,motion,no motion,no motion,motion,no motion,"('c3', 0)","('r3', 0)",0,0,0,0,09:36:45,0.9604000000000001,3,0,0,0,0,0,2,0,0,3,1,0,0,2,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0
387,no motion,no motion,no motion,motion,no motion,motion,motion,no motion,"('r20', 0)","('r3', 0)",0,0,0,0,09:37:00,0.9604000000000001,3,0,0,0,0,0,2,0,0,3,1,0,0,2,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0
388,no motion,no motion,no motion,motion,no motion,motion,motion,no motion,"('r20', 0)","('r3', 0)",0,0,0,0,09:37:15,0.9411920000000001,3,0,0,0,0,0,2,0,0,3,1,0,0,2,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0
389,no motion,no motion,no motion,motion,no motion,motion,motion,no motion,"('c3', 0)","('r3', 0)",0,0,0,0,09:37:30,0.9223681600000001,3,0,0,0,0,0,2,0,0,3,1,0,0,2,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0
390,no motion,no motion,no motion,motion,no motion,no motion,motion,no motion,"('r21', 1)","('r1', 3)",0,0,0,0,09:37:45,0.9039207968,3,0,0,0,0,0,2,0,0,3,1,0,0,2,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0
391,no motion,no motion,no motion,motion,no motion,no motion,motion,no motion,"('r21', 1)","('r1', 3)",0,0,0,0,09:38:00,0.9039207968,3,0,0,0,0,0,2,0,0,3,1,0,0,2,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0
392,no motion,no motion,no motion,motion,no motion,no motion,motion,no motion,"('c3', 0)","('r1', 3)",0,0,0,0,09:38:15,0.9223681600000001,3,0,0,0,0,0,2,0,0,3,1,0,0,2,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0
393,no motion,no motion,no motion,motion,no motion,no motion,motion,motion,"('r19', 1)","('r1', 3)",0,0,0,0,09:38:30,0.9411920000000001,3,0,0,0,0,0,2,0,0,3,1,0,0,2,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0
394,no motion,no motion,no motion,motion,no motion,no motion,motion,no motion,"('r19', 1)","('r1', 3)",0,0,0,0,09:38:45,0.9223681600000001,3,0,0,0,0,0,2,0,0,3,1,0,0,2,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0
395,no motion,no motion,no motion,motion,no motion,motion,motion,motion,"('c3', 1)","('r1', 3)",0,0,0,0,09:39:00,0.9411920000000001,3,0,0,0,0,0,2,0,0,3,1,0,0,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,3,0,0
396,no motion,no motion,no motion,motion,no motion,no motion,motion,no motion,"('o1', 0)","('r1', 2)",0,0,0,0,09:39:15,0.9411920000000001,2,1,0,0,0,0,2,0,0,3,1,0,0,2,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0
397,no motion,no motion,no motion,motion,no motion,motion,motion,no motion,"('o1', 0)","('r1', 2)",0,0,0,0,09:39:30,0.9411920000000001,2,0,0,1,0,0,2,0,0,3,1,0,0,2,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0
398,no motion,no motion,no motion,motion,no motion,no motion,motion,no motion,"('o1', 0)","('r1', 2)",0,0,0,0,09:39:45,0.9223681600000001,2,0,0,1,0,0,2,0,0,3,1,0,0,2,3,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2,0,0
399,no motion,no motion,no motion,motion,no motion,no motion,motion,no motion,"('o1', 0)","('r1', 1)",0,0,0,0,09:40:00,0.9411920000000001,1,1,0,1,0,0,2,0,0,3,1,0,0,2,3,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2,0,0
400,no motion,no motion,no motion,motion,no motion,no motion,motion,no motion,"('c3', 0)","('r1', 1)",0,0,0,0,09:40:15,0.9411920000000001,1,0,0,2,0,0,2,0,0,3,1,0,0,2,3,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2,0,0
401,no motion,no motion,no motion,motion,motion,motion,motion,no motion,"('o1', 0)","('r2', 0)",0,0,0,0,09:40:30,0.9223681600000001,1,0,0,2,0,0,2,0,0,3,1,0,0,2,3,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2,0,0
402,no motion,no motion,no motion,motion,no motion,no motion,motion,no motion,"('o1', 0)","('r1', 1)",0,0,0,0,09:40:45,0.9223681600000001,1,0,0,2,0,0,2,0,0,3,1,0,0,2,3,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,0,0
403,no motion,no motion,no motion,no motion,no motion,motion,motion,no motion,"('c4', 2)","('r1', 1)",0,0,0,0,09:41:00,0.9411920000000001,1,0,0,2,0,0,1,0,0,3,1,0,0,2,2,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,1,2,0,0
404,no motion,no motion,no motion,no motion,motion,motion,motion,no motion,"('c4', 2)","('r1', 1)",0,0,0,0,09:41:15,0.9604000000000001,1,0,0,2,0,0,1,0,0,3,1,0,0,2,2,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0,1,2,0,0
405,no motion,motion,no motion,no motion,no motion,no motion,motion,no motion,"('c4', 1)","('r2', 0)",0,0,0,0,09:41:30,0.9604000000000001,1,0,0,1,1,0,1,1,0,3,1,0,0,2,2,0,0,1,1,0,1,0,0,0,0,0,0,0,2,1,0,1,0,1,0,1,0,0,1,0,0
406,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,"('c2', 0)","('r1', 1)",1,0,0,0,09:41:45,0.9411920000000001,1,0,0,1,2,0,1,0,0,3,1,0,0,2,2,0,0,1,1,0,1,0,0,0,0,0,1,0,2,1,0,0,0,1,0,1,0,0,1,0,0
407,no motion,motion,motion,no motion,no motion,no motion,motion,no motion,"('c2', 0)","('r2', 0)",0,0,0,0,09:42:00,0.9223681600000001,1,0,0,1,1,0,1,0,1,3,1,0,0,2,2,0,0,1,1,0,1,0,0,0,1,0,1,0,2,1,0,0,0,1,0,0,0,0,1,0,0
408,no motion,no motion,motion,no motion,no motion,motion,motion,no motion,"('c2', 0)","('r4', 1)",1,0,0,0,09:42:15,0.9223681600000001,1,0,0,1,0,0,1,1,0,3,1,0,0,2,2,0,0,1,1,0,1,0,0,0,1,0,1,0,2,1,0,0,0,1,0,0,0,1,1,0,0
409,no motion,no motion,motion,no motion,motion,motion,motion,no motion,"('c4', 1)","('r4', 2)",0,0,0,0,09:42:30,0.9223681600000001,1,0,0,2,0,0,1,0,0,3,1,0,0,2,2,0,0,1,1,0,0,0,0,0,1,0,1,0,2,1,0,0,0,1,0,0,0,2,1,0,0
410,no motion,no motion,motion,no motion,no motion,motion,motion,no motion,"('r29', 2)","('r8', 0)",0,0,0,0,09:42:45,0.9223681600000001,1,1,0,1,0,0,1,0,0,3,1,0,0,2,2,0,0,1,1,0,1,0,0,0,1,0,1,0,2,1,0,0,0,1,0,0,0,1,1,0,0
411,no motion,no motion,motion,no motion,no motion,motion,motion,no motion,"('c4', 2)","('r4', 1)",0,0,0,0,09:43:00,0.9411920000000001,1,1,0,1,0,0,1,0,0,3,1,0,0,2,2,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,2,0,0
412,no motion,no motion,motion,no motion,no motion,motion,motion,no motion,"('c4', 2)","('r4', 1)",0,0,0,0,09:43:15,0.9604000000000001,2,0,0,1,0,0,1,0,0,3,1,0,0,2,2,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,2,2,0,0
413,no motion,no motion,motion,no motion,no motion,no motion,motion,motion,"('c4', 2)","('r4', 1)",0,0,0,0,09:43:30,0.9800000000000002,2,0,0,1,0,0,1,0,0,3,1,0,0,2,2,0,1,1,2,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,2,0,0
414,no motion,no motion,motion,no motion,no motion,no motion,no motion,motion,"('c4', 2)","('r4', 1)",0,0,0,0,09:43:45,1.0000000000000002,1,0,1,1,0,0,1,0,0,3,1,0,0,2,2,0,1,1,2,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,2,0,0
415,no motion,no motion,motion,no motion,motion,no motion,motion,motion,"('r35', 0)","('r8', 0)",0,0,0,0,09:44:00,0.9800000000000002,1,0,0,1,0,0,2,0,0,3,1,0,0,2,2,0,1,1,2,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,2,0,0
416,no motion,no motion,motion,no motion,no motion,no motion,motion,no motion,"('r35', 0)","('r8', 0)",0,0,0,0,09:44:15,0.9604000000000001,1,0,0,1,0,0,2,0,0,3,1,0,0,2,2,0,1,1,2,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,2,0,0
417,motion,no motion,motion,no motion,no motion,motion,motion,no motion,"('r35', 0)","('r8', 0)",0,0,0,0,09:44:30,0.9604000000000001,1,0,0,1,0,0,2,0,0,3,1,0,0,2,2,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,2,0,0
418,no motion,no motion,motion,no motion,no motion,motion,motion,no motion,"('c4', 3)","('r8', 0)",0,0,0,0,09:44:45,0.9604000000000001,1,0,0,1,0,0,2,0,0,2,1,0,0,2,2,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,2,3,0,0
419,no motion,motion,motion,no motion,motion,motion,motion,motion,"('c4', 3)","('r9', 0)",0,1,0,0,09:45:00,0.9604000000000001,1,0,1,1,1,0,1,0,0,2,1,0,0,2,2,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,3,0,0
420,no motion,motion,motion,no motion,motion,motion,motion,no motion,"('c4', 3)","('r8', 0)",0,0,0,0,09:45:15,0.9604000000000001,2,0,0,1,1,0,1,0,0,2,1,0,0,2,2,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,3,0,0
421,no motion,no motion,motion,no motion,no motion,motion,motion,no motion,"('r29', 0)","('r8', 0)",0,0,0,0,09:45:30,0.9604000000000001,2,0,0,1,0,0,1,0,1,2,1,0,0,2,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,2,3,0,0
422,no motion,no motion,motion,no motion,motion,motion,motion,motion,"('r29', 0)","('r8', 0)",0,0,0,0,09:45:45,0.9604000000000001,2,0,0,1,0,0,1,0,0,2,1,0,1,2,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,2,3,0,0
423,no motion,motion,motion,no motion,no motion,motion,motion,no motion,"('r29', 0)","('r9', 0)",0,0,0,0,09:46:00,0.9411920000000001,2,0,0,1,1,0,2,0,0,2,1,0,1,2,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,1,0
424,no motion,motion,motion,no motion,motion,no motion,motion,no motion,"('c4', 3)","('r13', 1)",0,0,0,0,09:46:15,0.9223681600000001,1,0,0,2,1,0,2,0,0,2,1,0,1,2,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,0
425,no motion,no motion,motion,no motion,motion,no motion,motion,no motion,"('r29', 0)","('r13', 1)",0,0,0,0,09:46:30,0.9223681600000001,1,0,0,2,0,0,2,0,1,2,1,0,1,2,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0
426,no motion,no motion,motion,no motion,motion,no motion,no motion,no motion,"('r29', 0)","('r24', 0)",1,0,0,0,09:46:45,0.9039207968,1,0,0,1,0,0,2,2,0,2,1,0,1,2,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0
427,no motion,no motion,motion,motion,motion,motion,motion,motion,"('c4', 4)","('r13', 2)",1,0,0,0,09:47:00,0.885842380864,1,0,0,2,0,0,2,0,0,2,1,0,2,2,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,4,1,0
428,motion,no motion,no motion,no motion,motion,motion,motion,no motion,"('o1', 1)","('r24', 0)",0,0,0,0,09:47:15,0.86812553324672,1,0,0,2,0,0,2,0,0,1,1,0,2,2,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4,1,0
429,motion,no motion,no motion,no motion,no motion,motion,motion,motion,"('o1', 0)","('r13', 1)",0,0,1,0,09:47:30,0.8507630225817856,1,0,0,2,0,0,2,0,0,1,1,0,1,2,1,1,0,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,4,0,0
430,motion,no motion,no motion,no motion,no motion,motion,motion,motion,"('c4', 4)","('r13', 1)",0,0,0,0,09:47:45,0.8507630225817856,1,1,0,1,0,0,2,0,0,1,1,0,1,3,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,0,0
431,motion,no motion,no motion,no motion,no motion,motion,motion,no motion,"('r28', 0)","('r13', 1)",0,0,0,0,09:48:00,0.86812553324672,1,1,0,1,0,0,2,0,0,1,1,0,1,3,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,4,0,0
432,motion,motion,no motion,no motion,no motion,motion,motion,no motion,"('r28', 0)","('r13', 1)",0,0,0,0,09:48:15,0.86812553324672,2,0,0,1,1,0,1,0,0,1,1,0,1,3,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,4,0,0
433,motion,motion,no motion,no motion,no motion,no motion,motion,no motion,"('r28', 0)","('r13', 1)",0,0,0,0,09:48:30,0.86812553324672,1,0,1,1,1,0,1,0,0,1,1,0,1,3,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,4,0,0
434,motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,"('r28', 0)","('r13', 1)",0,0,0,0,09:48:45,0.885842380864,1,0,0,1,0,0,2,0,1,1,1,0,1,3,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,4,0,0
435,motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,"('c4', 4)","('r13', 1)",1,1,0,0,09:49:00,0.9039207968,1,0,0,2,0,0,2,0,0,1,1,0,1,3,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,4,0,0
436,motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,"('c2', 1)","('r24', 0)",0,0,0,0,09:49:15,0.9039207968,1,0,1,2,0,0,1,0,0,1,1,0,1,3,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,4,0,0
437,motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,"('c4', 5)","('r13', 1)",0,0,0,0,09:49:30,0.885842380864,1,1,1,1,0,0,1,0,0,1,1,0,1,3,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0
438,motion,no motion,no motion,no motion,motion,no motion,motion,no motion,"('o1', 1)","('r13', 1)",0,0,0,1,09:49:45,0.9039207968,1,1,1,1,0,0,1,0,0,1,1,0,1,3,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,3,1,0
